$label,$beginTime,$endTime,$type,label,tr_type,data_in,data_out,word_index,bit_count,is_first_of_frame,is_last_of_frame,status,status.flags, command, data_in,data_out,last_bit,address,data,mosi_crc_correct,mosi_crc,miso_crc_correct,miso_crc,channel_bits,pulse_count,wait_time,external_sync,broad_cast,dsi3_crc_correct,crm_packet,crm_packet.word_1,crm_packet.word_2,packet_index,tdma_packet,tdma_packet.earliest_start_time,tdma_packet.latest_start_time,tdma_packet.symbol_count,tdma_packet.id_symbol_count,tdma_packet.enable,tdma_packet.start_time,tdma_packet.tolerance,tdma_packet.tolerance_int,tdma_packet.tolerance_int_min,tdma_packet.tolerance_int_max,tdma_packet.fine_delay_time,tdma_packet.crc_error_injection,tdma_packet.symbol_coding_error_injection,tdma_packet.chip_length_error_injection,tdma_packet.packet,pdcm_period,packet_count,channel_0,
spi-start,4494033000,4494363000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4494363000,4497563000,Transaction,"Transactions","SPI_DATA",16'h50a8,16'h1c00,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4497563000,4497893000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4497893000,4498223000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4498223000,4501423000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h50a8,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4501423000,4501753000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4501753000,4502083000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4502083000,4509803000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""write 0x00c8 (DSI_1_DSI_IRQ_STAT) with 0xffff"",""50c8 ffff "",""ffff 50c8 "",-,12'hc8,16'hffff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4502083000,4505283000,Transaction,"Transactions","SPI_DATA",16'h50c8,16'hffff,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4505283000,4505613000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4505613000,4505943000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4505943000,4509143000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h50c8,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4509143000,4509473000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4509473000,4509803000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4509803000,4517523000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""write 0x0080 (SPI_SPI_IRQ_STAT) with 0xffff"",""5080 ffff "",""ffff 5080 "",-,12'h80,16'hffff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4509803000,4513003000,Transaction,"Transactions","SPI_DATA",16'h5080,16'hffff,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4513003000,4513333000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4513333000,4513663000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4513663000,4516863000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h5080,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4516863000,4517193000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4517193000,4517523000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4517523000,4525243000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""write 0x003a (SUPPLY_SUP_IRQ_STAT) with 0xffff"",""503a ffff "",""ffff 503a "",-,12'h3a,16'hffff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4517523000,4520723000,Transaction,"Transactions","SPI_DATA",16'h503a,16'hffff,6,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4520723000,4521053000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4521053000,4521383000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,6,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4521383000,4524583000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h503a,7,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4524583000,4524913000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4524913000,4525243000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4525243000,4532963000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""write 0x0061 (BUFFER_IRQS_BUF_IRQ_STAT) with 0xffff"",""5061 ffff "",""ffff 5061 "",-,12'h61,16'hffff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4525243000,4528443000,Transaction,"Transactions","SPI_DATA",16'h5061,16'hffff,8,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4528443000,4528773000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4528773000,4529103000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,8,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4529103000,4532303000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h5061,9,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4532303000,4532633000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4532633000,4532963000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4532963000,4540683000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""write 0x0053 (INTERRUPT_ECC_IRQ_MASK) with 0xffff"",""5053 ffff "",""ffff 5053 "",-,12'h53,16'hffff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4532963000,4536163000,Transaction,"Transactions","SPI_DATA",16'h5053,16'hffff,10,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4536163000,4536493000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4536493000,4536823000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,10,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4536823000,4540023000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h5053,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4540023000,4540353000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4540353000,4540683000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4540683000,4548403000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""write 0x0054 (INTERRUPT_ECC_CORR_IRQ_STAT) with 0xffff"",""5054 ffff "",""ffff 5054 "",-,12'h54,16'hffff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4540683000,4543883000,Transaction,"Transactions","SPI_DATA",16'h5054,16'hffff,12,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4543883000,4544213000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4544213000,4544543000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,12,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4544543000,4547743000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h5054,13,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4547743000,4548073000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4548073000,4548403000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4548403000,4556123000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""write 0x0050 (INTERRUPT_IRQ_STAT) with 0xffff"",""5050 ffff "",""ffff 5050 "",-,12'h50,16'hffff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4548403000,4551603000,Transaction,"Transactions","SPI_DATA",16'h5050,16'hffff,14,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4551603000,4551933000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4551933000,4552263000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,14,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4552263000,4555463000,Transaction,"Transactions","SPI_DATA",16'hffff,16'h5050,15,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4555463000,4555793000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4555793000,4556123000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_tx_crc_request_seq,4556123000,4563513000,Transaction,-,-,-,-,-,-,1'h0,1'h1,-,-,""CRC Request, MOSI: 0x4ddb, MISO: 0xxxxx"",""1cde 4ddb "",""ffff 462c "",-,-,-,1'h1,16'h4ddb,1'hX,16'hXXXX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4556123000,4559323000,Transaction,"Transactions","SPI_DATA",16'h1cde,16'hffff,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4559323000,4559653000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4559653000,4559983000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,16,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4559983000,4563183000,Transaction,"Transactions","SPI_DATA",16'h4ddb,16'h462c,17,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4563183000,4563513000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,4566513000,4572913000,Transaction,-,-,-,-,-,-,1'h1,1'h1,35000,""|-|-|-|-|-|-|-|-|-|-"",""spi command frame (1 commands)"",""5091 0000 "",""zzzz zzzz "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_write_master_register_seq,4566513000,4572913000,Transaction,-,-,-,-,-,-,1'h1,1'h1,-,-,""write 0x0091 (DSI_COMMON_DSI_ENABLE) with 0x0000"",""5091 0000 "",""zzzz zzzz "",-,12'h91,16'h0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4566513000,4569713000,Transaction,"Transactions","SPI_DATA",16'h5091,16'hZZZZ,18,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4569713000,4572913000,Transaction,"Transactions","SPI_DATA",16'h0,16'hZZZZ,19,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,4592913000,4647973000,Transaction,-,-,-,-,-,-,1'h1,1'h1,35082,""|-|-|-|-|NT1|NT0|-|-|-|-"",""spi command frame (9 commands)"",""9ef8 da3b 8032 d4b2 0019 ee74 d297 ffff d90f 8000 d66e 0032 8f54 2b56 6204 1437 e1bd "",""0c00 9ef8 da3b 8032 d4b2 0019 ee74 d297 ffff d90f 8000 d66e 0032 8f54 2b56 6204 2547 "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_measure_quiescent_current_seq,4592913000,4596443000,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""start measure quiescent current for channels 11"",""9ef8 "",""0c00 "",-,-,-,-,-,-,-,2'b11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,4592913000,4593243000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4593243000,4596443000,Transaction,"Transactions","SPI_DATA",16'h9ef8,16'hc00,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_dsi_wait_seq,4596443000,4602843000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""DSI wait for 50 us at channels 0010"",""da3b 8032 "",""9ef8 da3b "",-,-,-,-,-,-,-,2'b10,-,15'h32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4596443000,4599643000,Transaction,"Transactions","SPI_DATA",16'hda3b,16'h9ef8,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4599643000,4602843000,Transaction,"Transactions","SPI_DATA",16'h8032,16'hda3b,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_dsi_wait_seq,4602843000,4609243000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""DSI wait for 25 us at channels 0001"",""d4b2 0019 "",""8032 d4b2 "",-,-,-,-,-,-,-,2'b1,-,15'h19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4602843000,4606043000,Transaction,"Transactions","SPI_DATA",16'hd4b2,16'h8032,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4606043000,4609243000,Transaction,"Transactions","SPI_DATA",16'h19,16'hd4b2,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_sync_dsi_channels_seq,4609243000,4612443000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""SYNC: channels 0011, EXTERNAL=0"",""ee74 "",""0019 "",-,-,-,-,-,-,-,2'b11,-,-,1'h0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4609243000,4612443000,Transaction,"Transactions","SPI_DATA",16'hee74,16'h19,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_dsi_wait_seq,4612443000,4618843000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""DSI wait for 32767 us at channels 0000"",""d297 ffff "",""ee74 d297 "",-,-,-,-,-,-,-,2'b0,-,15'h7fff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4612443000,4615643000,Transaction,"Transactions","SPI_DATA",16'hd297,16'hee74,6,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4615643000,4618843000,Transaction,"Transactions","SPI_DATA",16'hffff,16'hd297,7,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_dsi_wait_seq,4618843000,4625243000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""DSI wait for 0 us at channels 0010"",""d90f 8000 "",""ffff d90f "",-,-,-,-,-,-,-,2'b10,-,15'h0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4618843000,4622043000,Transaction,"Transactions","SPI_DATA",16'hd90f,16'hffff,8,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4622043000,4625243000,Transaction,"Transactions","SPI_DATA",16'h8000,16'hd90f,9,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_dsi_wait_seq,4625243000,4631643000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""DSI wait for 50 us at channels 0001"",""d66e 0032 "",""8000 d66e "",-,-,-,-,-,-,-,2'b1,-,15'h32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4625243000,4628443000,Transaction,"Transactions","SPI_DATA",16'hd66e,16'h8000,10,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4628443000,4631643000,Transaction,"Transactions","SPI_DATA",16'h32,16'hd66e,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_crm_seq,4631643000,4641243000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""CRM: channels 0011, BC=0, 0x2b56 0x6204"",""8f54 2b56 6204 "",""0032 8f54 2b56 "",-,-,-,-,-,-,-,2'b11,-,-,-,1'h0,1'h0,35131,""0x2b56"",""0x6204"",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4631643000,4634843000,Transaction,"Transactions","SPI_DATA",16'h8f54,16'h32,12,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4634843000,4638043000,Transaction,"Transactions","SPI_DATA",16'h2b56,16'h8f54,13,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
