$label,$beginTime,$endTime,$type,label,tr_type,data_in,data_out,word_index,bit_count,is_first_of_frame,is_last_of_frame,status,status.flags, command, data_in,data_out,last_bit,address,data,mosi_crc_correct,mosi_crc,miso_crc_correct,miso_crc,channel_bits,pulse_count,wait_time,external_sync,broad_cast,dsi3_crc_correct,crm_packet,crm_packet.word_1,crm_packet.word_2,packet_index,tdma_packet,tdma_packet.earliest_start_time,tdma_packet.latest_start_time,tdma_packet.symbol_count,tdma_packet.id_symbol_count,tdma_packet.enable,tdma_packet.start_time,tdma_packet.tolerance,tdma_packet.tolerance_int,tdma_packet.tolerance_int_min,tdma_packet.tolerance_int_max,tdma_packet.fine_delay_time,tdma_packet.crc_error_injection,tdma_packet.symbol_coding_error_injection,tdma_packet.chip_length_error_injection,tdma_packet.packet,pdcm_period,packet_count,channel_0,
frame,3144713000,4101993000,Transaction,-,-,-,-,-,-,1'h1,1'h1,10857,""|-|-|-|-|NT1|NT0|-|-|-|-"",""spi command frame (247 commands)"",""c726 c4bd c732 c740 cac4 c142 c2aa c47a c960 cefb ce03 c5ff c8a1 c0df cd18 c377 cebd ce46 c565 c45f cab9 c96b c45d c8db cced c0b7 c630 cd92 c96a cd27 ceeb c179 c4ee c2a7 cfcf ca90 c858 ce6e ca15 c5a8 cbe4 ca08 c7f4 c34f c772 ccea cc16 ca40 ceaa ccb2 cbe2 c110 cce2 c167 ca1c ce3c c1fb c9d9 cd8e c752 c5b5 c485 cc63 c763 c95b cc6d cc07 c680 c03b c2d3 cc32 c865 c410 cef8 c033 cf5f c93e c920 c047 c23d c476 cdbf c744 c523 c321 cdd5 ce26 c550 caf6 c122 c28d cbb1 cae8 cdad cc96 ca51 cda5 cab9 cb28 cc0f cf81 c989 c3c4 cb04 cfbe cc21 c3f9 c0bb c48c c2a9 c5be c100 c8e6 cf66 c75c c420 cc25 c1ab cc88 cb2e ce1e cb33 ca06 c85c cfc2 cf6d cfc9 ce96 c075 c17f c5dd caf2 c7bf c968 c27c c6ae c33d cc87 c8e1 ce57 c449 c97c cae1 c496 c1c0 c06f c615 c98d c68a c3e2 c08a cc87 cdf6 c7e1 c732 c5c9 cdbc c1cf c593 c590 c21b c661 c66e c2fc c9df ccb6 c9b6 cfba c5f0 ca62 cbe3 c70c ca55 c8e2 c942 c7e9 cb04 c416 cc54 cb56 c8c7 cde7 c230 cbc5 ca1a cff1 c9b0 c868 c549 cfb9 c20d c740 c500 cac2 c5e3 c766 c7ab cb98 c909 c36a cc6b c503 c643 c7af c0c0 cfc0 c259 c028 c9b3 cb14 cb45 cf61 c1fa cb80 c036 c7a2 c0df c907 c3b3 c069 ce0d cd9c c1af cd48 c1a9 ce91 c734 cfc3 c738 cf13 cb9d ce32 cc19 c38e c8ac c021 c7a7 ccbc c5ab c985 cf49 cb59 cd58 c7fa cb87 c0d9 1998 3524 "",""0c00 c726 c4bd c732 c740 cac4 c142 c2aa c47a c960 cefb ce03 c5ff c8a1 c0df cd18 c377 cebd ce46 c565 c45f cab9 c96b c45d c8db cced c0b7 c630 cd92 c96a cd27 ceeb c179 c4ee c2a7 cfcf ca90 c858 ce6e ca15 c5a8 cbe4 ca08 c7f4 c34f c772 ccea cc16 ca40 ceaa ccb2 cbe2 c110 cce2 c167 ca1c ce3c c1fb c9d9 cd8e c752 c5b5 c485 cc63 c763 c95b cc6d cc07 c680 c03b c2d3 cc32 c865 c410 cef8 c033 cf5f c93e c920 c047 c23d c476 cdbf c744 c523 c321 cdd5 ce26 c550 caf6 c122 c28d cbb1 cae8 cdad cc96 ca51 cda5 cab9 cb28 cc0f cf81 c989 c3c4 cb04 cfbe cc21 c3f9 c0bb c48c c2a9 c5be c100 c8e6 cf66 c75c c420 cc25 c1ab cc88 cb2e ce1e cb33 ca06 c85c cfc2 cf6d cfc9 ce96 c075 c17f c5dd caf2 c7bf c968 c27c c6ae c33d cc87 c8e1 ce57 c449 c97c cae1 c496 c1c0 c06f c615 c98d c68a c3e2 c08a cc87 cdf6 c7e1 c732 c5c9 cdbc c1cf c593 c590 c21b c661 c66e c2fc c9df ccb6 c9b6 cfba c5f0 ca62 cbe3 c70c ca55 c8e2 c942 c7e9 cb04 c416 cc54 cb56 c8c7 cde7 c230 cbc5 ca1a cff1 c9b0 c868 c549 cfb9 c20d c740 c500 cac2 c5e3 c766 c7ab cb98 c909 c36a cc6b c503 c643 c7af c0c0 cfc0 c259 c028 c9b3 cb14 cb45 cf61 c1fa cb80 c036 c7a2 c0df c907 c3b3 c069 ce0d cd9c c1af cd48 c1a9 ce91 c734 cfc3 c738 cf13 cb9d ce32 cc19 c38e c8ac c021 c7a7 ccbc c5ab c985 cf49 cb59 cd58 c7fa cb87 c0d9 363c "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3144713000,3148903000,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""PDCM: channels 0001, pulses  38"",""c726 "",""0c00 "",-,-,-,-,-,-,-,2'b1,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3144713000,3145043000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3145043000,3148243000,Transaction,"Transactions","SPI_DATA",16'hc726,16'hc00,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3148243000,3148573000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3148573000,3148903000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3148903000,3152763000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 189"",""c4bd "",""c726 "",-,-,-,-,-,-,-,2'b1,-67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3148903000,3152103000,Transaction,"Transactions","SPI_DATA",16'hc4bd,16'hc726,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3152103000,3152433000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3152433000,3152763000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3152763000,3156623000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  50"",""c732 "",""c4bd "",-,-,-,-,-,-,-,2'b1,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3152763000,3155963000,Transaction,"Transactions","SPI_DATA",16'hc732,16'hc4bd,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3155963000,3156293000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3156293000,3156623000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3156623000,3160483000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  64"",""c740 "",""c732 "",-,-,-,-,-,-,-,2'b1,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3156623000,3159823000,Transaction,"Transactions","SPI_DATA",16'hc740,16'hc732,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3159823000,3160153000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3160153000,3160483000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3160483000,3164343000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 196"",""cac4 "",""c740 "",-,-,-,-,-,-,-,2'b10,-60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3160483000,3163683000,Transaction,"Transactions","SPI_DATA",16'hcac4,16'hc740,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3163683000,3164013000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3164013000,3164343000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3164343000,3168203000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses  66"",""c142 "",""cac4 "",-,-,-,-,-,-,-,2'b0,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3164343000,3167543000,Transaction,"Transactions","SPI_DATA",16'hc142,16'hcac4,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3167543000,3167873000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3167873000,3168203000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3168203000,3172063000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 170"",""c2aa "",""c142 "",-,-,-,-,-,-,-,2'b0,-86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3168203000,3171403000,Transaction,"Transactions","SPI_DATA",16'hc2aa,16'hc142,6,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3171403000,3171733000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3171733000,3172063000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,6,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3172063000,3175923000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 122"",""c47a "",""c2aa "",-,-,-,-,-,-,-,2'b1,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3172063000,3175263000,Transaction,"Transactions","SPI_DATA",16'hc47a,16'hc2aa,7,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3175263000,3175593000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3175593000,3175923000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3175923000,3179783000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses  96"",""c960 "",""c47a "",-,-,-,-,-,-,-,2'b10,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3175923000,3179123000,Transaction,"Transactions","SPI_DATA",16'hc960,16'hc47a,8,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3179123000,3179453000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3179453000,3179783000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,8,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3179783000,3183643000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 251"",""cefb "",""c960 "",-,-,-,-,-,-,-,2'b11,-5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3179783000,3182983000,Transaction,"Transactions","SPI_DATA",16'hcefb,16'hc960,9,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3182983000,3183313000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3183313000,3183643000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3183643000,3187503000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses   3"",""ce03 "",""cefb "",-,-,-,-,-,-,-,2'b11,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3183643000,3186843000,Transaction,"Transactions","SPI_DATA",16'hce03,16'hcefb,10,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3186843000,3187173000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3187173000,3187503000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,10,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3187503000,3191363000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 255"",""c5ff "",""ce03 "",-,-,-,-,-,-,-,2'b1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3187503000,3190703000,Transaction,"Transactions","SPI_DATA",16'hc5ff,16'hce03,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3190703000,3191033000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3191033000,3191363000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3191363000,3195223000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 161"",""c8a1 "",""c5ff "",-,-,-,-,-,-,-,2'b10,-95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3191363000,3194563000,Transaction,"Transactions","SPI_DATA",16'hc8a1,16'hc5ff,12,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3194563000,3194893000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3194893000,3195223000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,12,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3195223000,3199083000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 223"",""c0df "",""c8a1 "",-,-,-,-,-,-,-,2'b0,-33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3195223000,3198423000,Transaction,"Transactions","SPI_DATA",16'hc0df,16'hc8a1,13,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3198423000,3198753000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3198753000,3199083000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3199083000,3202943000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses  24"",""cd18 "",""c0df "",-,-,-,-,-,-,-,2'b11,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3199083000,3202283000,Transaction,"Transactions","SPI_DATA",16'hcd18,16'hc0df,14,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3202283000,3202613000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3202613000,3202943000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,14,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3202943000,3206803000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 119"",""c377 "",""cd18 "",-,-,-,-,-,-,-,2'b0,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3202943000,3206143000,Transaction,"Transactions","SPI_DATA",16'hc377,16'hcd18,15,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3206143000,3206473000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3206473000,3206803000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3206803000,3210663000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 189"",""cebd "",""c377 "",-,-,-,-,-,-,-,2'b11,-67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3206803000,3210003000,Transaction,"Transactions","SPI_DATA",16'hcebd,16'hc377,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3210003000,3210333000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3210333000,3210663000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,16,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3210663000,3214523000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses  70"",""ce46 "",""cebd "",-,-,-,-,-,-,-,2'b11,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3210663000,3213863000,Transaction,"Transactions","SPI_DATA",16'hce46,16'hcebd,17,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3213863000,3214193000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3214193000,3214523000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,17,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3214523000,3218383000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 101"",""c565 "",""ce46 "",-,-,-,-,-,-,-,2'b1,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3214523000,3217723000,Transaction,"Transactions","SPI_DATA",16'hc565,16'hce46,18,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3217723000,3218053000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3218053000,3218383000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3218383000,3222243000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  95"",""c45f "",""c565 "",-,-,-,-,-,-,-,2'b1,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3218383000,3221583000,Transaction,"Transactions","SPI_DATA",16'hc45f,16'hc565,19,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
